1, the_end, betterendforge:empty_aurora_cave, MONSTER, dungeons_mobs:blastling, 150, 1, 3
295, the_end, betterendforge:sulphur_springs, MONSTER, enderlinginvaders:thumpling, 100, 1, 2
296, the_end, betterendforge:sulphur_springs, CREATURE, alexsmobs:endergrade, 100, 2, 4
297, the_end, betterendforge:sulphur_springs, CREATURE, alexsmobs:enderiophage, 40, 2, 2
298, the_end, betterendforge:sulphur_springs, CREATURE, alexsmobs:spectre, 10, 1, 1
299, the_end, betterendforge:sulphur_springs, CREATURE, endergetic:puff_bug, 100, 2, 4
300, the_end, betterendforge:sulphur_springs, CREATURE, endergetic:booflo_adolescent, 10, 1, 1
301, the_end, betterendforge:sulphur_springs, CREATURE, endergetic:booflo, 40, 1, 2
302, the_end, betterendforge:sulphur_springs, CREATURE, legendarycreatures:ender_wisp, 10, 1, 1
303, the_end, betterendforge:sulphur_springs, MONSTER, betterendforge:shadow_walker, 30, 1, 2
304, the_end, betterendforge:sulphur_springs, MONSTER, betterendforge:end_slime, 30, 1, 2
305, the_end, betterendforge:sulphur_springs, MONSTER, mutantbeasts:mutant_enderman, 1, 1, 1
306, the_end, betterendforge:sulphur_springs, MONSTER, deadlyendphantoms:specter, 20, 1, 1
307, the_end, betterendforge:umbra_valley, MONSTER, dungeons_mobs:blastling, 150, 1, 3
308, the_end, betterendforge:umbra_valley, MONSTER, dungeons_mobs:snareling, 150, 1, 3
309, the_end, betterendforge:umbra_valley, MONSTER, dungeons_mobs:watchling, 150, 1, 3
310, the_end, betterendforge:umbra_valley, MONSTER, dungeons_mobs:endersent, 1, 1, 1
311, the_end, betterendforge:umbra_valley, MONSTER, minecraft:enderman, 250, 1, 2
312, the_end, betterendforge:umbra_valley, MONSTER, enderlinginvaders:lureling, 50, 1, 1
313, the_end, betterendforge:umbra_valley, MONSTER, enderlinginvaders:thumpling, 100, 1, 2
314, the_end, betterendforge:umbra_valley, CREATURE, alexsmobs:endergrade, 100, 2, 4
315, the_end, betterendforge:umbra_valley, CREATURE, alexsmobs:enderiophage, 40, 2, 2
316, the_end, betterendforge:umbra_valley, CREATURE, alexsmobs:spectre, 10, 1, 1
317, the_end, betterendforge:umbra_valley, CREATURE, endergetic:puff_bug, 100, 2, 4
318, the_end, betterendforge:umbra_valley, CREATURE, endergetic:booflo_adolescent, 10, 1, 1
319, the_end, betterendforge:umbra_valley, CREATURE, endergetic:booflo, 40, 1, 2
320, the_end, betterendforge:umbra_valley, CREATURE, legendarycreatures:ender_wisp, 10, 1, 1
321, the_end, betterendforge:umbra_valley, MONSTER, betterendforge:shadow_walker, 30, 1, 2
322, the_end, betterendforge:umbra_valley, MONSTER, betterendforge:end_slime, 30, 1, 2
323, the_end, betterendforge:umbra_valley, MONSTER, mutantbeasts:mutant_enderman, 1, 1, 1
324, the_end, betterendforge:umbra_valley, MONSTER, deadlyendphantoms:specter, 20, 1, 1
325, the_end, betterendforge:umbrella_jungle, MONSTER, dungeons_mobs:blastling, 150, 1, 3
326, the_end, betterendforge:umbrella_jungle, MONSTER, dungeons_mobs:snareling, 150, 1, 3
327, the_end, betterendforge:umbrella_jungle, MONSTER, dungeons_mobs:watchling, 150, 1, 3
328, the_end, betterendforge:umbrella_jungle, MONSTER, dungeons_mobs:endersent, 1, 1, 1
329, the_end, betterendforge:umbrella_jungle, MONSTER, minecraft:enderman, 250, 1, 2
330, the_end, betterendforge:umbrella_jungle, MONSTER, enderlinginvaders:lureling, 50, 1, 1
331, the_end, betterendforge:umbrella_jungle, MONSTER, enderlinginvaders:thumpling, 100, 1, 2
332, the_end, betterendforge:umbrella_jungle, CREATURE, alexsmobs:endergrade, 100, 2, 4
333, the_end, betterendforge:umbrella_jungle, CREATURE, alexsmobs:enderiophage, 40, 2, 2
334, the_end, betterendforge:umbrella_jungle, CREATURE, alexsmobs:spectre, 10, 1, 1
335, the_end, betterendforge:umbrella_jungle, CREATURE, endergetic:puff_bug, 100, 2, 4
336, the_end, betterendforge:umbrella_jungle, CREATURE, endergetic:booflo_adolescent, 10, 1, 1
337, the_end, betterendforge:umbrella_jungle, CREATURE, endergetic:booflo, 40, 1, 2
338, the_end, betterendforge:umbrella_jungle, CREATURE, legendarycreatures:ender_wisp, 10, 1, 1
339, the_end, betterendforge:umbrella_jungle, MONSTER, betterendforge:shadow_walker, 30, 1, 2
340, the_end, betterendforge:umbrella_jungle, MONSTER, betterendforge:end_slime, 30, 1, 2
341, the_end, betterendforge:umbrella_jungle, MONSTER, mutantbeasts:mutant_enderman, 1, 1, 1
342, the_end, betterendforge:umbrella_jungle, MONSTER, deadlyendphantoms:specter, 20, 1, 1
343, the_end, betterendforge:empty_end_cave, MONSTER, dungeons_mobs:blastling, 150, 1, 3
344, the_end, betterendforge:empty_end_cave, MONSTER, dungeons_mobs:snareling, 150, 1, 3
345, the_end, betterendforge:empty_end_cave, MONSTER, dungeons_mobs:watchling, 150, 1, 3
346, the_end, betterendforge:empty_end_cave, MONSTER, dungeons_mobs:endersent, 1, 1, 1
347, the_end, betterendforge:empty_end_cave, MONSTER, minecraft:enderman, 250, 1, 2
348, the_end, betterendforge:empty_end_cave, MONSTER, enderlinginvaders:lureling, 50, 1, 1
349, the_end, betterendforge:empty_end_cave, MONSTER, enderlinginvaders:thumpling, 100, 1, 2
350, the_end, betterendforge:empty_end_cave, CREATURE, alexsmobs:endergrade, 100, 2, 4
351, the_end, betterendforge:empty_end_cave, CREATURE, alexsmobs:enderiophage, 40, 2, 2
352, the_end, betterendforge:empty_end_cave, CREATURE, alexsmobs:spectre, 10, 1, 1
353, the_end, betterendforge:empty_end_cave, CREATURE, endergetic:puff_bug, 100, 2, 4
354, the_end, betterendforge:empty_end_cave, CREATURE, endergetic:booflo_adolescent, 10, 1, 1
355, the_end, betterendforge:empty_end_cave, CREATURE, endergetic:booflo, 40, 1, 2
356, the_end, betterendforge:empty_end_cave, CREATURE, legendarycreatures:ender_wisp, 10, 1, 1
357, the_end, betterendforge:empty_end_cave, MONSTER, betterendforge:shadow_walker, 30, 1, 2
358, the_end, betterendforge:empty_end_cave, MONSTER, betterendforge:end_slime, 30, 1, 2
359, the_end, betterendforge:empty_end_cave, MONSTER, mutantbeasts:mutant_enderman, 1, 1, 1
360, the_end, betterendforge:empty_end_cave, MONSTER, deadlyendphantoms:specter, 20, 1, 1
361, the_end, betterendforge:empty_smaragdant_cave, MONSTER, dungeons_mobs:blastling, 150, 1, 3
362, the_end, betterendforge:empty_smaragdant_cave, MONSTER, dungeons_mobs:snareling, 150, 1, 3
363, the_end, betterendforge:empty_smaragdant_cave, MONSTER, dungeons_mobs:watchling, 150, 1, 3
364, the_end, betterendforge:empty_smaragdant_cave, MONSTER, dungeons_mobs:endersent, 1, 1, 1
365, the_end, betterendforge:empty_smaragdant_cave, MONSTER, minecraft:enderman, 250, 1, 2
366, the_end, betterendforge:empty_smaragdant_cave, MONSTER, enderlinginvaders:lureling, 50, 1, 1
367, the_end, betterendforge:empty_smaragdant_cave, MONSTER, enderlinginvaders:thumpling, 100, 1, 2
368, the_end, betterendforge:empty_smaragdant_cave, CREATURE, alexsmobs:endergrade, 100, 2, 4
369, the_end, betterendforge:empty_smaragdant_cave, CREATURE, alexsmobs:enderiophage, 40, 2, 2
370, the_end, betterendforge:empty_smaragdant_cave, CREATURE, alexsmobs:spectre, 10, 1, 1
371, the_end, betterendforge:empty_smaragdant_cave, CREATURE, endergetic:puff_bug, 100, 2, 4
372, the_end, betterendforge:empty_smaragdant_cave, CREATURE, endergetic:booflo_adolescent, 10, 1, 1
373, the_end, betterendforge:empty_smaragdant_cave, CREATURE, endergetic:booflo, 40, 1, 2
374, the_end, betterendforge:empty_smaragdant_cave, CREATURE, legendarycreatures:ender_wisp, 10, 1, 1
375, the_end, betterendforge:empty_smaragdant_cave, MONSTER, betterendforge:shadow_walker, 30, 1, 2
376, the_end, betterendforge:empty_smaragdant_cave, MONSTER, betterendforge:end_slime, 30, 1, 2
377, the_end, betterendforge:empty_smaragdant_cave, MONSTER, mutantbeasts:mutant_enderman, 1, 1, 1
378, the_end, betterendforge:empty_smaragdant_cave, MONSTER, deadlyendphantoms:specter, 20, 1, 1
379, the_end, betterendforge:end_cave, MONSTER, dungeons_mobs:blastling, 150, 1, 3
380, the_end, betterendforge:end_cave, MONSTER, dungeons_mobs:snareling, 150, 1, 3
381, the_end, betterendforge:end_cave, MONSTER, dungeons_mobs:watchling, 150, 1, 3
382, the_end, betterendforge:end_cave, MONSTER, dungeons_mobs:endersent, 1, 1, 1
383, the_end, betterendforge:end_cave, MONSTER, minecraft:enderman, 250, 1, 2
384, the_end, betterendforge:end_cave, MONSTER, enderlinginvaders:lureling, 50, 1, 1
385, the_end, betterendforge:end_cave, MONSTER, enderlinginvaders:thumpling, 100, 1, 2
386, the_end, betterendforge:end_cave, CREATURE, alexsmobs:endergrade, 100, 2, 4
387, the_end, betterendforge:end_cave, CREATURE, alexsmobs:enderiophage, 40, 2, 2
388, the_end, betterendforge:end_cave, CREATURE, alexsmobs:spectre, 10, 1, 1
389, the_end, betterendforge:end_cave, CREATURE, endergetic:puff_bug, 100, 2, 4
390, the_end, betterendforge:end_cave, CREATURE, endergetic:booflo_adolescent, 10, 1, 1
391, the_end, betterendforge:end_cave, CREATURE, endergetic:booflo, 40, 1, 2
392, the_end, betterendforge:end_cave, CREATURE, legendarycreatures:ender_wisp, 10, 1, 1
393, the_end, betterendforge:end_cave, MONSTER, betterendforge:shadow_walker, 30, 1, 2
394, the_end, betterendforge:end_cave, MONSTER, betterendforge:end_slime, 30, 1, 2
395, the_end, betterendforge:end_cave, MONSTER, mutantbeasts:mutant_enderman, 1, 1, 1
396, the_end, betterendforge:end_cave, MONSTER, deadlyendphantoms:specter, 20, 1, 1
397, the_end, betterendforge:jade_cave, MONSTER, dungeons_mobs:blastling, 150, 1, 3
398, the_end, betterendforge:jade_cave, MONSTER, dungeons_mobs:snareling, 150, 1, 3
399, the_end, betterendforge:jade_cave, MONSTER, dungeons_mobs:watchling, 150, 1, 3
400, the_end, betterendforge:jade_cave, MONSTER, dungeons_mobs:endersent, 1, 1, 1
401, the_end, betterendforge:jade_cave, MONSTER, minecraft:enderman, 250, 1, 2
402, the_end, betterendforge:jade_cave, MONSTER, enderlinginvaders:lureling, 50, 1, 1
403, the_end, betterendforge:jade_cave, MONSTER, enderlinginvaders:thumpling, 100, 1, 2
404, the_end, betterendforge:jade_cave, CREATURE, alexsmobs:endergrade, 100, 2, 4
405, the_end, betterendforge:jade_cave, CREATURE, alexsmobs:enderiophage, 40, 2, 2
406, the_end, betterendforge:jade_cave, CREATURE, alexsmobs:spectre, 10, 1, 1
407, the_end, betterendforge:jade_cave, CREATURE, endergetic:puff_bug, 100, 2, 4
408, the_end, betterendforge:jade_cave, CREATURE, endergetic:booflo_adolescent, 10, 1, 1
409, the_end, betterendforge:jade_cave, CREATURE, endergetic:booflo, 40, 1, 2
410, the_end, betterendforge:jade_cave, CREATURE, legendarycreatures:ender_wisp, 10, 1, 1
411, the_end, betterendforge:jade_cave, MONSTER, betterendforge:shadow_walker, 30, 1, 2
412, the_end, betterendforge:jade_cave, MONSTER, betterendforge:end_slime, 30, 1, 2
413, the_end, betterendforge:jade_cave, MONSTER, mutantbeasts:mutant_enderman, 1, 1, 1
414, the_end, betterendforge:jade_cave, MONSTER, deadlyendphantoms:specter, 20, 1, 1
415, the_end, betterendforge:lush_aurora_cave, MONSTER, dungeons_mobs:blastling, 150, 1, 3
416, the_end, betterendforge:lush_aurora_cave, MONSTER, dungeons_mobs:snareling, 150, 1, 3
417, the_end, betterendforge:lush_aurora_cave, MONSTER, dungeons_mobs:watchling, 150, 1, 3
418, the_end, betterendforge:lush_aurora_cave, MONSTER, dungeons_mobs:endersent, 1, 1, 1
419, the_end, betterendforge:lush_aurora_cave, MONSTER, minecraft:enderman, 250, 1, 2
420, the_end, betterendforge:lush_aurora_cave, MONSTER, enderlinginvaders:lureling, 50, 1, 1
421, the_end, betterendforge:lush_aurora_cave, MONSTER, enderlinginvaders:thumpling, 100, 1, 2
422, the_end, betterendforge:lush_aurora_cave, CREATURE, alexsmobs:endergrade, 100, 2, 4
423, the_end, betterendforge:lush_aurora_cave, CREATURE, alexsmobs:enderiophage, 40, 2, 2
424, the_end, betterendforge:lush_aurora_cave, CREATURE, alexsmobs:spectre, 10, 1, 1
425, the_end, betterendforge:lush_aurora_cave, CREATURE, endergetic:puff_bug, 100, 2, 4
426, the_end, betterendforge:lush_aurora_cave, CREATURE, endergetic:booflo_adolescent, 10, 1, 1
427, the_end, betterendforge:lush_aurora_cave, CREATURE, endergetic:booflo, 40, 1, 2
428, the_end, betterendforge:lush_aurora_cave, CREATURE, legendarycreatures:ender_wisp, 10, 1, 1
429, the_end, betterendforge:lush_aurora_cave, MONSTER, betterendforge:shadow_walker, 30, 1, 2
430, the_end, betterendforge:lush_aurora_cave, MONSTER, betterendforge:end_slime, 30, 1, 2
431, the_end, betterendforge:lush_aurora_cave, MONSTER, mutantbeasts:mutant_enderman, 1, 1, 1
432, the_end, betterendforge:lush_aurora_cave, MONSTER, deadlyendphantoms:specter, 20, 1, 1
433, the_end, betterendforge:lush_smaragdant_cave, MONSTER, dungeons_mobs:blastling, 150, 1, 3
434, the_end, betterendforge:lush_smaragdant_cave, MONSTER, dungeons_mobs:snareling, 150, 1, 3
435, the_end, betterendforge:lush_smaragdant_cave, MONSTER, dungeons_mobs:watchling, 150, 1, 3
436, the_end, betterendforge:lush_smaragdant_cave, MONSTER, dungeons_mobs:endersent, 1, 1, 1
437, the_end, betterendforge:lush_smaragdant_cave, MONSTER, minecraft:enderman, 250, 1, 2
438, the_end, betterendforge:lush_smaragdant_cave, MONSTER, enderlinginvaders:lureling, 50, 1, 1
439, the_end, betterendforge:lush_smaragdant_cave, MONSTER, enderlinginvaders:thumpling, 100, 1, 2
440, the_end, betterendforge:lush_smaragdant_cave, CREATURE, alexsmobs:endergrade, 100, 2, 4
441, the_end, betterendforge:lush_smaragdant_cave, CREATURE, alexsmobs:enderiophage, 40, 2, 2
442, the_end, betterendforge:lush_smaragdant_cave, CREATURE, alexsmobs:spectre, 10, 1, 1
443, the_end, betterendforge:lush_smaragdant_cave, CREATURE, endergetic:puff_bug, 100, 2, 4
444, the_end, betterendforge:lush_smaragdant_cave, CREATURE, endergetic:booflo_adolescent, 10, 1, 1
445, the_end, betterendforge:lush_smaragdant_cave, CREATURE, endergetic:booflo, 40, 1, 2
446, the_end, betterendforge:lush_smaragdant_cave, CREATURE, legendarycreatures:ender_wisp, 10, 1, 1
447, the_end, betterendforge:lush_smaragdant_cave, MONSTER, betterendforge:shadow_walker, 30, 1, 2
448, the_end, betterendforge:lush_smaragdant_cave, MONSTER, betterendforge:end_slime, 30, 1, 2
449, the_end, betterendforge:lush_smaragdant_cave, MONSTER, mutantbeasts:mutant_enderman, 1, 1, 1
450, the_end, betterendforge:lush_smaragdant_cave, MONSTER, deadlyendphantoms:specter, 20, 1, 1
451, the_end, byg:bulbis_gardens, MONSTER, dungeons_mobs:blastling, 150, 1, 3
452, the_end, byg:bulbis_gardens, MONSTER, dungeons_mobs:snareling, 150, 1, 3
453, the_end, byg:bulbis_gardens, MONSTER, dungeons_mobs:watchling, 150, 1, 3
454, the_end, byg:bulbis_gardens, MONSTER, dungeons_mobs:endersent, 1, 1, 1
455, the_end, byg:bulbis_gardens, MONSTER, minecraft:enderman, 250, 1, 2
456, the_end, byg:bulbis_gardens, MONSTER, enderlinginvaders:lureling, 50, 1, 1
457, the_end, byg:bulbis_gardens, MONSTER, enderlinginvaders:thumpling, 100, 1, 2
458, the_end, byg:bulbis_gardens, CREATURE, alexsmobs:endergrade, 100, 2, 4
459, the_end, byg:bulbis_gardens, CREATURE, alexsmobs:enderiophage, 40, 2, 2
460, the_end, byg:bulbis_gardens, CREATURE, alexsmobs:spectre, 10, 1, 1
461, the_end, byg:bulbis_gardens, CREATURE, endergetic:puff_bug, 100, 2, 4
462, the_end, byg:bulbis_gardens, CREATURE, endergetic:booflo_adolescent, 10, 1, 1
463, the_end, byg:bulbis_gardens, CREATURE, endergetic:booflo, 40, 1, 2
464, the_end, byg:bulbis_gardens, CREATURE, legendarycreatures:ender_wisp, 10, 1, 1
465, the_end, byg:bulbis_gardens, MONSTER, betterendforge:shadow_walker, 30, 1, 2
466, the_end, byg:bulbis_gardens, MONSTER, betterendforge:end_slime, 30, 1, 2
467, the_end, byg:bulbis_gardens, MONSTER, mutantbeasts:mutant_enderman, 1, 1, 1
468, the_end, byg:bulbis_gardens, MONSTER, deadlyendphantoms:specter, 20, 1, 1
469, the_end, byg:bulbis_gardens_edge, MONSTER, dungeons_mobs:blastling, 150, 1, 3
470, the_end, byg:bulbis_gardens_edge, MONSTER, dungeons_mobs:snareling, 150, 1, 3
471, the_end, byg:bulbis_gardens_edge, MONSTER, dungeons_mobs:watchling, 150, 1, 3
472, the_end, byg:bulbis_gardens_edge, MONSTER, dungeons_mobs:endersent, 1, 1, 1
473, the_end, byg:bulbis_gardens_edge, MONSTER, minecraft:enderman, 250, 1, 2
474, the_end, byg:bulbis_gardens_edge, MONSTER, enderlinginvaders:lureling, 50, 1, 1
475, the_end, byg:bulbis_gardens_edge, MONSTER, enderlinginvaders:thumpling, 100, 1, 2
476, the_end, byg:bulbis_gardens_edge, CREATURE, alexsmobs:endergrade, 100, 2, 4
477, the_end, byg:bulbis_gardens_edge, CREATURE, alexsmobs:enderiophage, 40, 2, 2
478, the_end, byg:bulbis_gardens_edge, CREATURE, alexsmobs:spectre, 10, 1, 1
479, the_end, byg:bulbis_gardens_edge, CREATURE, endergetic:puff_bug, 100, 2, 4
480, the_end, byg:bulbis_gardens_edge, CREATURE, endergetic:booflo_adolescent, 10, 1, 1
481, the_end, byg:bulbis_gardens_edge, CREATURE, endergetic:booflo, 40, 1, 2
482, the_end, byg:bulbis_gardens_edge, CREATURE, legendarycreatures:ender_wisp, 10, 1, 1
483, the_end, byg:bulbis_gardens_edge, MONSTER, betterendforge:shadow_walker, 30, 1, 2
484, the_end, byg:bulbis_gardens_edge, MONSTER, betterendforge:end_slime, 30, 1, 2
485, the_end, byg:bulbis_gardens_edge, MONSTER, mutantbeasts:mutant_enderman, 1, 1, 1
486, the_end, byg:bulbis_gardens_edge, MONSTER, deadlyendphantoms:specter, 20, 1, 1
487, the_end, byg:cryptic_wastes, MONSTER, dungeons_mobs:blastling, 150, 1, 3
488, the_end, byg:cryptic_wastes, MONSTER, dungeons_mobs:snareling, 150, 1, 3
489, the_end, byg:cryptic_wastes, MONSTER, dungeons_mobs:watchling, 150, 1, 3
490, the_end, byg:cryptic_wastes, MONSTER, dungeons_mobs:endersent, 1, 1, 1
491, the_end, byg:cryptic_wastes, MONSTER, minecraft:enderman, 250, 1, 2
492, the_end, byg:cryptic_wastes, MONSTER, enderlinginvaders:lureling, 50, 1, 1
493, the_end, byg:cryptic_wastes, MONSTER, enderlinginvaders:thumpling, 100, 1, 2
494, the_end, byg:cryptic_wastes, CREATURE, alexsmobs:endergrade, 100, 2, 4
495, the_end, byg:cryptic_wastes, CREATURE, alexsmobs:enderiophage, 40, 2, 2
496, the_end, byg:cryptic_wastes, CREATURE, alexsmobs:spectre, 10, 1, 1
497, the_end, byg:cryptic_wastes, CREATURE, endergetic:puff_bug, 100, 2, 4
498, the_end, byg:cryptic_wastes, CREATURE, endergetic:booflo_adolescent, 10, 1, 1
499, the_end, byg:cryptic_wastes, CREATURE, endergetic:booflo, 40, 1, 2
500, the_end, byg:cryptic_wastes, CREATURE, legendarycreatures:ender_wisp, 10, 1, 1
501, the_end, byg:cryptic_wastes, MONSTER, betterendforge:shadow_walker, 30, 1, 2
502, the_end, byg:cryptic_wastes, MONSTER, betterendforge:end_slime, 30, 1, 2
503, the_end, byg:cryptic_wastes, MONSTER, mutantbeasts:mutant_enderman, 1, 1, 1
504, the_end, byg:cryptic_wastes, MONSTER, deadlyendphantoms:specter, 20, 1, 1
